"stage","candidate_id","gamma_substeps","p_global_eta_jump","global_eta_jump_scale","family_tag","row_id","run_root","root_kind","family","tt","tau_label","p0","variant_tag","seed"
"mix12_transfer","F080_sub2_s105",2,0.08,1.05,"f080_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F080_sub2_s105",2026040845
"mix12_transfer","F080_sub2_s105",2,0.08,1.05,"f080_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F080_sub2_s105",2026040877
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040775
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F075_sub2_s095",2026040783
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040791
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040799
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F075_sub2_s095",2026040807
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040815
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040819
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040839
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040849
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040897
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F075_sub2_s095",2026040945
"mix12_transfer","F075_sub2_s095",2,0.075,0.95,"f075_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s095",2026040977
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040875
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F075_sub2_s105",2026040883
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040891
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040899
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F075_sub2_s105",2026040907
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040915
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040919
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026040939
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040949
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026040997
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F075_sub2_s105",2026041045
"mix12_transfer","F075_sub2_s105",2,0.075,1.05,"f075_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F075_sub2_s105",2026041077
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026040975
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F085_sub2_s095",2026040983
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026040991
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026040999
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F085_sub2_s095",2026041007
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041015
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041019
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041039
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026041049
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026041097
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F085_sub2_s095",2026041145
"mix12_transfer","F085_sub2_s095",2,0.085,0.95,"f085_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s095",2026041177
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041075
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F085_sub2_s105",2026041083
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041091
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041099
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F085_sub2_s105",2026041107
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041115
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041119
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041139
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041149
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041197
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F085_sub2_s105",2026041245
"mix12_transfer","F085_sub2_s105",2,0.085,1.05,"f085_scale",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F085_sub2_s105",2026041277
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",75,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041175
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",83,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p25",0.25,"wave8_transfer_F0825_sub2_s100",2026041183
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",91,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/gausmix/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","gausmix",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041191
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",99,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041199
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",107,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p25/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p25",0.25,"wave8_transfer_F0825_sub2_s100",2026041207
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",115,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","laplace",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041215
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",119,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/laplace/tau_0p95/fit_input_subsample_tt1000_x01_sorted/validation_paper_tt1000","static_paper","laplace",1000,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041219
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",139,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_paper_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_paper_tt100","static_paper","normal",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041239
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",149,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/gausmix/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","gausmix",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041249
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",197,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/laplace/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","laplace",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041297
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",245,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p05/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p05",0.05,"wave8_transfer_F0825_sub2_s100",2026041345
"mix12_transfer","F0825_sub2_s100",2,0.0825,1,"f0825_center",277,"/home/jaguir26/local/src/exdqlm__wt__dqlm-conjugacy-cavi-gibbs/results/function_testing_20260309_static_shrinkage_family_qspec/normal/tau_0p95/fit_input_subsample_tt100_x01_sorted/validation_shrink_rhs_tt100","static_shrink","normal",100,"0p95",0.95,"wave8_transfer_F0825_sub2_s100",2026041377
